lon,lat,ROUTE_NUMBER,DELAY,Current_Stop,From,Destination,Direction,Current_Time,Current_Day,Current_Hour,Current_Minutes,Current_Seconds
21.42887,48.67311,Os 8807 ,60,Ruskov,Košice,Čierna nad Tisou,8,1615013057371,6,7,44,17
21.26872,48.72291,EN 443 Slovakia,120,Košice,Žilina,Humenné,45,1615016014219,6,8,33,34
20.56151,48.95041,RR 767 TATRAN,240,Spišská Nová Ves,Trenčín,Košice,48,1615018323767,6,9,12,3
21.92189,49.13492,Os 8911 ,0,Radvaň nad Laborcom,Humenné,Medzilaborce mesto,13,1615019194004,6,9,26,34
21.6674,48.40282,Os 8814 ,-60,Slovenské Nové Mesto,Čierna nad Tisou,Košice,25,1615023995441,6,10,46,35
21.94706,48.96574,Os 8915 ,0,Udavské,Humenné,Medzilaborce mesto,13,1615024175476,6,10,49,35
21.32044,49.04386,Os 9115 ,0,Kapušany pri Prešove,Prešov,Humenné,12,1615024775655,6,10,59,35
21.241086,48.873332,Os 8513 ,0,Ličartovce,Prešov,Košice,40,1615024865672,6,11,1,5
21.95465,49.05145,Os 8915 ,0,Koškovce,Humenné,Medzilaborce mesto,13,1615024880685,6,11,1,20
20.94725,48.85834,REX 825 ,0,Gelnica,Banská Bystrica,Margecany,69,1615025616002,6,11,13,36
21.75188,48.85705,Os 9100 ,0,Nižný Hrabovec,Humenné,Prešov,3,1615000258401,6,4,10,58
21.22393,48.85288,R 600 TATRAN,360,Kysak,Košice,Bratislava hlavná stanica,23,1615000618501,6,4,16,58
21.32044,49.04386,Os 9140 ,0,Kapušany pri Prešove,Vranov nad Topľou,Prešov,31,1615001128627,6,4,25,28
21.22393,48.85288,Os 7801 ,180,Kysak,Spišská Nová Ves,Košice,27,1615001143632,6,4,25,43
21.32044,49.04386,Os 9101 ,0,Kapušany pri Prešove,Prešov,Humenné,12,1615001368704,6,4,29,28
20.63011,48.83833,Os 7451 ,0,Nálepkovo,Dobšinská Ľadová Jaskyňa,Margecany,33,1615001923845,6,4,38,43
21.26872,48.72291,R 615 TATRAN ZEMPLÍN,420,Košice,Bratislava hlavná stanica,Humenné,30,1615002809081,6,4,53,29
20.471821,49.184593,Os 8301 ,0,Spišská Belá zastávka,Poprad-Tatry,Stará Ľubovňa,2,1615002869116,6,4,54,29
20.471821,49.184593,Os 8301 ,0,Spišská Belá zastávka,Poprad-Tatry,Stará Ľubovňa,2,1615002884131,6,4,54,44
20.81501,48.81167,Os 7451 ,0,Mníšek nad Hnilcom,Dobšinská Ľadová Jaskyňa,Margecany,33,1615003259189,6,5,0,59
21.249126,48.983379,Os 8501 ,120,Prešov,Lipany,Košice,18,1615003259189,6,5,0,59
21.32044,49.04386,Os 9103 ,300,Kapušany pri Prešove,Prešov,Strážske,36,1615004564661,6,5,22,44
21.22393,48.85288,Os 8501 ,0,Kysak,Lipany,Košice,18,1615004699697,6,5,24,59
21.32044,49.04386,Os 9202 ,0,Kapušany pri Prešove,Bardejov,Prešov,16,1615004699697,6,5,24,59
21.75188,48.85705,Os 9101 ,0,Nižný Hrabovec,Prešov,Humenné,12,1615004789733,6,5,26,29
21.26712,49.01659,Os 9100 ,300,Šarišské Lúky,Humenné,Prešov,3,1615004939807,6,5,28,59
21.24837,48.63143,R 810 GEMERAN,0,Haniska pri Košiciach,Košice,Bratislava hlavná stanica,23,1615005299917,6,5,34,59
21.22393,48.85288,Os 7802 ,180,Kysak,Košice,Poprad-Tatry,9,1615005555119,6,5,39,15
21.82483,48.86766,Os 9104 ,0,Strážske,Humenné,Prešov,3,1615006365413,6,5,52,45
21.90506,49.26186,Os 8903 ,0,Medzilaborce,Humenné,Medzilaborce mesto,13,1615006455435,6,5,54,15
21.57934,48.58169,Os 8804 ,0,Kuzmice,Čierna nad Tisou,Košice,25,1615007145780,6,6,5,45
21.91384,48.39032,REX 1964 ,-180,Veľký Horeš,Čierna nad Tisou,Košice,25,1615007475736,6,6,11,15
21.00288,48.60123,R 801 GEMERAN POĽANA,-300,Moldava nad Bodvou,Bratislava-Nové Mesto,Prešov,43,1615007910819,6,6,18,30
21.90506,49.26186,Os 8904 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1,1615008120863,6,6,22,0
21.22393,48.85288,Os 7805 ,60,Kysak,Poprad-Tatry,Košice,17,1615008270977,6,6,24,30
21.22393,48.85288,Os 7805 ,60,Kysak,Poprad-Tatry,Košice,17,1615008285940,6,6,24,45
21.67169,48.57716,Os 9004 ,0,Úpor,Trebišov,Michaľany,42,1615008330988,6,6,25,30
21.24601,48.7958,Os 7805 ,180,Kostoľany nad Hornádom,Poprad-Tatry,Košice,17,1615008976167,6,6,36,16
22.172956,48.983733,Os 9406 ,0,Snina,Stakčín,Humenné,5,1615009517290,6,6,45,17
21.22393,48.85288,Os 8584 ,300,Kysak,Košice,Prešov,11,1615010281558,6,6,58,1
22.05519,48.95489,Os 9406 ,0,Dlhé nad Cirochou,Stakčín,Humenné,5,1615010461603,6,7,1,1
21.75188,48.85705,Os 9105 ,0,Nižný Hrabovec,Prešov,Humenné,12,1615011902038,6,7,25,2
21.82483,48.86766,Os 9105 ,0,Strážske,Prešov,Humenné,12,1615012323166,6,7,32,3
21.42887,48.67311,Os 8807 ,60,Ruskov,Košice,Čierna nad Tisou,8,1615013042357,6,7,44,2
21.133704,48.87403,Os 7806 ,120,Malá Lodina,Košice,Poprad-Tatry,9,1615013222418,6,7,47,2
21.01324,48.89469,Os 7809 ,0,Margecany,Liptovský Mikuláš,Košice,46,1615013552537,6,7,52,32
21.01324,48.89469,Os 7809 ,0,Margecany,Liptovský Mikuláš,Košice,46,1615013567521,6,7,52,47
21.75188,48.85705,Os 9108 ,0,Nižný Hrabovec,Strážske,Prešov,47,1615014002666,6,8,0,2
21.01324,48.89469,EN 443 Slovakia,0,Margecany,Žilina,Humenné,45,1615014092673,6,8,1,32
21.6262,48.52172,Os 8807 ,180,Michaľany,Košice,Čierna nad Tisou,8,1615014542857,6,8,9,2
20.88621,48.92171,Os 7806 ,0,Krompachy,Košice,Poprad-Tatry,9,1615014572923,6,8,9,32
20.56151,48.95041,Os 7806 ,0,Spišská Nová Ves,Košice,Poprad-Tatry,9,1615016313275,6,8,38,33
20.56151,48.95041,Os 7806 ,0,Spišská Nová Ves,Košice,Poprad-Tatry,9,1615016328246,6,8,38,48
20.72323,48.8055,Os 7481 ,0,Švedlár,Nálepkovo,Margecany,7,1615017033487,6,8,50,33
20.56151,48.95041,R 604 TATRAN,300,Spišská Nová Ves,Košice,Bratislava hlavná stanica,23,1615017558574,6,8,59,18
22.05519,48.95489,Os 9411 ,0,Dlhé nad Cirochou,Humenné,Stakčín,6,1615017693699,6,9,1,33
21.95465,49.05145,Os 8908 ,0,Koškovce,Medzilaborce,Humenné,39,1615017888702,6,9,4,48
21.01324,48.89469,RR 767 TATRAN,120,Margecany,Trenčín,Košice,48,1615019854217,6,9,37,34
21.22393,48.85288,Os 7810 ,300,Kysak,Košice,Poprad-Tatry,9,1615019944260,6,9,39,4
21.249126,48.983379,Os 8511 ,0,Prešov,Lipany,Košice,18,1615020154284,6,9,42,34
21.71184,48.63306,EN 443 Slovakia,60,Trebišov,Žilina,Humenné,45,1615020544336,6,9,49,4
21.30959,48.6097,EC 182 Hornád,300,Čaňa,Čaňa št. hr.,Košice,0,1615020769436,6,9,52,49
21.22393,48.85288,Os 8511 ,0,Kysak,Lipany,Košice,18,1615021624665,6,10,7,4
20.94725,48.85834,Os 7482 ,0,Gelnica,Margecany,Nálepkovo,14,1615022524980,6,10,22,4
21.90506,49.26186,Os 8912 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1,1615022524980,6,10,22,4
20.52637,49.25529,Os 8311 ,0,Podolínec,Poprad-Tatry,Stará Ľubovňa,2,1615023185208,6,10,33,5
20.81501,48.81167,Os 7482 ,0,Mníšek nad Hnilcom,Margecany,Nálepkovo,14,1615023875433,6,10,44,35
21.40544,49.04906,Os 9115 ,300,Lipníky,Prešov,Humenné,12,1615025675941,6,11,14,35
21.0886,49.10324,Os 8515 ,0,Sabinov,Lipany,Košice,18,1615025886023,6,11,18,6
22.05519,48.95489,Os 9420 ,0,Dlhé nad Cirochou,Stakčín,Humenné,5,1614949243700,5,14,0,43
20.88621,48.92171,Os 7818 ,120,Krompachy,Košice,Poprad-Tatry,9,1614949843786,5,14,10,43
21.82483,48.86766,Os 9119 ,0,Strážske,Prešov,Humenné,12,1614949903878,5,14,11,43
22.172956,48.983733,Os 9421 ,0,Snina,Humenné,Stakčín,6,1614950428926,5,14,20,28
20.94725,48.85834,Os 7420 ,0,Gelnica,Margecany,Nálepkovo,14,1614950443937,5,14,20,43
21.56926,48.98993,Os 9121 ,0,Čierne nad Topľou,Prešov,Humenné,12,1614950745270,5,14,25,45
21.24837,48.63143,Os 6420 ,180,Haniska pri Košiciach,Košice,Moldava nad Bodvou mesto,35,1614950804070,5,14,26,44
21.31413,49.14945,Os 9221 ,0,Raslavice,Prešov,Bardejov,4,1614952754581,5,14,59,14
22.05519,48.95489,Os 9423 ,0,Dlhé nad Cirochou,Humenné,Stakčín,6,1614952934716,5,15,2,14
20.88565,48.82017,Os 7423 ,0,Prakovce,Nálepkovo,Margecany,7,1614952964766,5,15,2,44
21.241086,48.873332,Os 8521 ,180,Ličartovce,Lipany,Košice,18,1614952964766,5,15,2,44
21.22393,48.85288,REX 1760 ,300,Kysak,Košice,Poprad-Tatry,9,1614954136122,5,15,22,16
21.29588,48.67004,Os 8862 ,0,Krásna nad Hornádom,Košice,Čierna nad Tisou,8,1614954346236,5,15,25,46
21.91384,48.39032,Os 8821 ,-120,Veľký Horeš,Košice,Čierna nad Tisou,8,1614955035583,5,15,37,15
21.67169,48.57716,Os 9022 ,300,Úpor,Humenné,Michaľany,65,1614955260654,5,15,41,0
20.471821,49.184593,Os 8324 ,0,Spišská Belá zastávka,Stará Ľubovňa,Poprad-Tatry,22,1614955560647,5,15,46,0
20.56151,48.95041,Os 7820 ,60,Spišská Nová Ves,Košice,Poprad-Tatry,9,1614955680650,5,15,48,0
21.82483,48.86766,Os 9124 ,0,Strážske,Humenné,Prešov,3,1614955965756,5,15,52,45
21.87001,48.65181,Os 9322 ,360,Hatalov,Veľké Kapušany,Bánovce nad Ondavou,37,1614956100782,5,15,55,0
21.95465,49.05145,Os 8925 ,0,Koškovce,Humenné,Medzilaborce,52,1614956115784,5,15,55,15
21.87001,48.65181,Os 9322 ,420,Hatalov,Veľké Kapušany,Bánovce nad Ondavou,37,1614956130772,5,15,55,30
22.05519,48.95489,Os 9424 ,0,Dlhé nad Cirochou,Stakčín,Humenné,5,1614956460823,5,16,1,0
22.05519,48.95489,Os 9424 ,0,Dlhé nad Cirochou,Stakčín,Humenné,5,1614956490837,5,16,1,30
22.05519,48.95489,Os 9425 ,0,Dlhé nad Cirochou,Humenné,Stakčín,6,1614956550872,5,16,2,30
21.83458,48.67913,REX 1912 ,300,Bánovce nad Ondavou,Humenné,Košice,10,1614956821926,5,16,7,1
21.82483,48.86766,Os 9123 ,0,Strážske,Prešov,Humenné,12,1614957030952,5,16,10,30
20.56151,48.95041,REX 1760 ,300,Spišská Nová Ves,Košice,Poprad-Tatry,9,1614957090964,5,16,11,30
21.01324,48.89469,Os 7825 ,300,Margecany,Žilina,Košice,57,1614957210980,5,16,13,30
21.249126,48.983379,Os 8522 ,180,Prešov,Košice,Lipany,21,1614957631135,5,16,20,31
21.24837,48.63143,Os 6424 ,0,Haniska pri Košiciach,Košice,Moldava nad Bodvou mesto,35,1614957751158,5,16,22,31
21.90506,49.26186,Os 8924 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1,1614957781203,5,16,23,1
21.90506,49.26186,Os 8924 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1,1614957811212,5,16,23,31
21.90506,49.26186,Os 8925 ,360,Medzilaborce,Humenné,Medzilaborce,52,1614958276308,5,16,31,16
20.85111,49.26941,Os 8520 ,0,Plaveč,Košice,Čirč,71,1614958306351,5,16,31,46
21.67169,48.57716,Os 9025 ,300,Úpor,Michaľany,Trebišov,63,1614958516367,5,16,35,16
21.26872,48.72291,REX 1965 ,300,Košice,Košice,Čierna nad Tisou,8,1614958621497,5,16,37,1
20.88621,48.92171,RJ 1003 RegioJet,4920,Krompachy,Čadca št. hr.,Košice,58,1614958741552,5,16,39,1
21.37178,48.62929,Os 8824 ,300,Nižná Myšľa,Čierna nad Tisou,Košice,25,1614958741552,5,16,39,1
20.72323,48.8055,Os 7427 ,0,Švedlár,Nálepkovo,Margecany,7,1614959252664,5,16,47,32
21.89858,48.75074,REX 1907 ,60,Michalovce,Košice,Humenné,15,1614959461728,5,16,51,1
21.22393,48.85288,RJ 1003 RegioJet,4680,Kysak,Čadca št. hr.,Košice,58,1614959656752,5,16,54,16
22.05519,48.95489,Os 9426 ,0,Dlhé nad Cirochou,Stakčín,Humenné,5,1614960031888,5,17,0,31
20.56151,48.95041,R 612 TATRAN,480,Spišská Nová Ves,Košice,Bratislava hlavná stanica,23,1614960211900,5,17,3,31
22.05519,48.95489,Os 9427 ,0,Dlhé nad Cirochou,Humenné,Stakčín,6,1614960211900,5,17,3,31
21.0886,49.10324,Os 8527 ,0,Sabinov,Lipany,Košice,18,1614961172085,5,17,19,32
21.29588,48.67004,Os 8827 ,0,Krásna nad Hornádom,Košice,Čierna nad Tisou,8,1614961442187,5,17,24,2
21.32044,49.04386,Os 9224 ,-60,Kapušany pri Prešove,Bardejov,Prešov,16,1614961457304,5,17,24,17
21.20295,49.04477,Os 8527 ,0,Veľký Šariš,Lipany,Košice,18,1614962012350,5,17,33,32
21.20295,49.04477,Os 8524 ,180,Veľký Šariš,Košice,Lipany,21,1614962087359,5,17,34,47
21.249126,48.983379,Os 8527 ,180,Prešov,Lipany,Košice,18,1614962672507,5,17,44,32
21.89858,48.75074,REX 1914 ,0,Michalovce,Humenné,Košice,10,1614963167597,5,17,52,47
21.77576,48.65229,REX 1909 ,180,Hrinište,Košice,Humenné,15,1614963572693,5,17,59,32
21.75188,48.85705,Os 9128 ,0,Nižný Hrabovec,Humenné,Prešov,3,1614963572693,5,17,59,32
21.83458,48.67913,REX 1914 ,300,Bánovce nad Ondavou,Humenné,Košice,10,1614963992825,5,18,6,32
21.01324,48.89469,Os 7829 ,60,Margecany,Poprad-Tatry,Košice,17,1614964367889,5,18,12,47
21.99927,48.39944,Os 8830 ,0,Pribeník,Čierna nad Tisou,Košice,25,1614965373230,5,18,29,33
21.91384,48.39032,Os 8827 ,180,Veľký Horeš,Košice,Čierna nad Tisou,8,1614966153401,5,18,42,33
21.249126,48.983379,Os 8529 ,60,Prešov,Čirč,Košice,68,1614966483478,5,18,48,3
21.249126,48.983379,Os 8529 ,60,Prešov,Čirč,Košice,68,1614966513481,5,18,48,33
21.0886,49.10324,Os 8526 ,0,Sabinov,Košice,Lipany,21,1614966813540,5,18,53,33
21.0886,49.10324,Os 8526 ,0,Sabinov,Košice,Lipany,21,1614966828581,5,18,53,48
21.32044,49.04386,Os 9128 ,0,Kapušany pri Prešove,Humenné,Prešov,3,1614967053631,5,18,57,33
21.22393,48.85288,Os 8528 ,420,Kysak,Košice,Lipany,21,1614967233666,5,19,0,33
21.22393,48.85288,Os 8528 ,420,Kysak,Košice,Lipany,21,1614967248662,5,19,0,48
22.05519,48.95489,Os 9430 ,0,Dlhé nad Cirochou,Stakčín,Humenné,5,1614967248662,5,19,0,48
22.05519,48.95489,Os 9431 ,0,Dlhé nad Cirochou,Humenné,Stakčín,6,1614967383715,5,19,3,3
21.241086,48.873332,Os 8529 ,60,Ličartovce,Čirč,Košice,68,1614967713803,5,19,8,33
20.56151,48.95041,R 609 TATRAN,180,Spišská Nová Ves,Bratislava hlavná stanica,Košice,20,1614967893872,5,19,11,33
20.56151,48.95041,R 609 TATRAN,180,Spišská Nová Ves,Bratislava hlavná stanica,Košice,20,1614967908873,5,19,11,48
21.01324,48.89469,Os 7831 ,0,Margecany,Poprad-Tatry,Košice,17,1614967923871,5,19,12,3
22.172956,48.983733,Os 9431 ,0,Snina,Humenné,Stakčín,6,1614968328960,5,19,18,48
21.249126,48.983379,Os 8528 ,360,Prešov,Košice,Lipany,21,1614968779094,5,19,26,19
20.56151,48.95041,Os 7833 ,180,Spišská Nová Ves,Poprad-Tatry,Košice,17,1614968824110,5,19,27,4
20.56151,48.95041,Os 7833 ,180,Spišská Nová Ves,Poprad-Tatry,Košice,17,1614968839111,5,19,27,19
20.63426,48.91024,Os 7833 ,120,Markušovce,Poprad-Tatry,Košice,17,1614969394274,5,19,36,34
21.89858,48.75074,EN 442 Slovakia,0,Michalovce,Humenné,Žilina,50,1614970354578,5,19,52,34
21.75188,48.85705,Os 9132 ,0,Nižný Hrabovec,Humenné,Prešov,3,1614970849786,5,20,0,49
21.67319,48.89062,Os 9132 ,0,Vranov nad Topľou,Humenné,Prešov,3,1614971494998,5,20,11,34
21.249126,48.983379,Os 8530 ,300,Prešov,Košice,Lipany,21,1614972125210,5,20,22,5
20.52637,49.25529,Os 8331 ,0,Podolínec,Poprad-Tatry,Stará Ľubovňa,2,1614972455319,5,20,27,35
21.56926,48.98993,Os 9132 ,0,Čierne nad Topľou,Humenné,Prešov,3,1614972455319,5,20,27,35
20.88565,48.82017,Os 7454 ,0,Prakovce,Margecany,Dobšinská Ľadová Jaskyňa,64,1614973536007,5,20,45,36
22.05519,48.95489,Os 9435 ,0,Dlhé nad Cirochou,Humenné,Stakčín,6,1614974586256,5,21,3,6
21.42887,48.67311,Os 8834 ,240,Ruskov,Čierna nad Tisou,Košice,25,1614976191871,5,21,29,51
21.56926,48.98993,Os 9135 ,60,Čierne nad Topľou,Prešov,Humenné,12,1614977527258,5,21,52,7
21.56926,48.98993,Os 9135 ,60,Čierne nad Topľou,Prešov,Humenné,12,1614977542295,5,21,52,22
21.22393,48.85288,R 611 TATRAN,240,Kysak,Bratislava hlavná stanica,Košice,20,1614977692298,5,21,54,52
21.241086,48.873332,Os 8554 ,240,Ličartovce,Kysak,Prešov,56,1614978262492,5,22,4,22
20.56151,48.95041,RR 15713 TATRAN,120,Spišská Nová Ves,Bratislava hlavná stanica,Košice,20,1614978397542,5,22,6,37
20.471821,49.184593,Os 8387 ,0,Spišská Belá zastávka,Poprad-Tatry,Stará Ľubovňa,2,1614980873214,5,22,47,53
21.82483,48.86766,RR 15711 ŠARIŠAN,360,Strážske,Bratislava hlavná stanica,Humenné,30,1614981188269,5,22,53,8
20.52637,49.25529,Os 8386 ,300,Podolínec,Stará Ľubovňa,Poprad-Tatry,22,1614981668401,5,23,1,8
21.26872,48.72291,R 614 TATRAN ZEMPLÍN,0,Košice,Humenné,Bratislava hlavná stanica,54,1614983168723,5,23,26,8
22.05519,48.95489,Os 9481 ,0,Dlhé nad Cirochou,Humenné,Stakčín,6,1614983558813,5,23,32,38
21.32044,49.04386,Os 9284 ,0,Kapušany pri Prešove,Bardejov,Prešov,16,1614983828905,5,23,37,8
21.32044,49.04386,Os 9284 ,0,Kapušany pri Prešove,Bardejov,Prešov,16,1614983873918,5,23,37,53
21.249126,48.983379,Os 9183 ,360,Prešov,Prešov,Vranov nad Topľou,60,1614984159010,5,23,42,39
21.26712,49.01659,Os 9183 ,540,Šarišské Lúky,Prešov,Vranov nad Topľou,60,1614984699142,5,23,51,39
21.22393,48.85288,R 613 TATRAN,60,Kysak,Bratislava hlavná stanica,Košice,20,1614984714143,5,23,51,54
21.26712,49.01659,Os 9183 ,540,Šarišské Lúky,Prešov,Vranov nad Topľou,60,1614984714143,5,23,51,54
21.22393,48.85288,R 614 TATRAN ZEMPLÍN,360,Kysak,Humenné,Bratislava hlavná stanica,54,1614985479347,6,0,4,39
21.67319,48.89062,Os 9183 ,660,Vranov nad Topľou,Prešov,Vranov nad Topľou,60,1614987760041,6,0,42,40
20.56151,48.95041,R 614 TATRAN ZEMPLÍN,420,Spišská Nová Ves,Humenné,Bratislava hlavná stanica,54,1614988120301,6,0,48,40
21.241086,48.873332,Os 8518 ,240,Ličartovce,Košice,Lipany,21,1614949574743,5,14,6,14
21.56926,48.98993,Os 9121 ,0,Čierne nad Topľou,Prešov,Humenné,12,1614950713994,5,14,25,13
21.24837,48.63143,Os 6420 ,180,Haniska pri Košiciach,Košice,Moldava nad Bodvou mesto,35,1614950789088,5,14,26,29
21.6674,48.40282,Os 8822 ,60,Slovenské Nové Mesto,Čierna nad Tisou,Košice,25,1614952124492,5,14,48,44
21.990302,48.933803,Os 9423 ,0,Kamenica nad Cirochou,Humenné,Stakčín,6,1614952304570,5,14,51,44
22.05519,48.95489,Os 9422 ,0,Dlhé nad Cirochou,Stakčín,Humenné,5,1614952814610,5,15,0,14
22.05519,48.95489,Os 9422 ,0,Dlhé nad Cirochou,Stakčín,Humenné,5,1614952859633,5,15,0,59
21.6262,48.52172,Os 8822 ,240,Michaľany,Čierna nad Tisou,Košice,25,1614952874627,5,15,1,14
21.6262,48.52172,Os 8822 ,240,Michaľany,Čierna nad Tisou,Košice,25,1614952889700,5,15,1,29
21.01324,48.89469,Os 7823 ,0,Margecany,Poprad-Tatry,Košice,17,1614953024685,5,15,3,44
21.249126,48.983379,Os 8520 ,120,Prešov,Košice,Čirč,71,1614953986077,5,15,19,46
20.94725,48.85834,Os 7422 ,0,Gelnica,Margecany,Nálepkovo,14,1614954076123,5,15,21,16
21.67169,48.57716,Os 9023 ,0,Úpor,Michaľany,Trebišov,63,1614954825368,5,15,33,45
21.22393,48.85288,Os 7822 ,360,Kysak,Košice,Poprad-Tatry,9,1614955260654,5,15,41,0
20.56151,48.95041,Os 7820 ,60,Spišská Nová Ves,Košice,Poprad-Tatry,9,1614955710665,5,15,48,30
20.56151,48.95041,Os 7820 ,60,Spišská Nová Ves,Košice,Poprad-Tatry,9,1614955725649,5,15,48,45
21.00288,48.60123,R 816 GEMERAN,-240,Moldava nad Bodvou,Košice,Bratislava hlavná stanica,23,1614955845742,5,15,50,45
21.990302,48.933803,Os 9425 ,0,Kamenica nad Cirochou,Humenné,Stakčín,6,1614955890694,5,15,51,30
21.82483,48.86766,Os 9124 ,0,Strážske,Humenné,Prešov,3,1614955921707,5,15,52,1
21.75188,48.85705,Os 9123 ,0,Nižný Hrabovec,Prešov,Humenné,12,1614956340798,5,15,59,0
21.75188,48.85705,Os 9124 ,0,Nižný Hrabovec,Humenné,Prešov,3,1614956445890,5,16,0,45
21.22393,48.85288,R 605 TATRAN,1200,Kysak,Bratislava hlavná stanica,Košice,20,1614957000946,5,16,10,0
21.22393,48.85288,Os 8523 ,240,Kysak,Lipany,Košice,18,1614957180978,5,16,13,0
21.01324,48.89469,Os 7825 ,300,Margecany,Žilina,Košice,57,1614957180978,5,16,13,0
21.01324,48.89469,Os 7825 ,300,Margecany,Žilina,Košice,57,1614957226017,5,16,13,46
21.22393,48.85288,Os 8523 ,240,Kysak,Lipany,Košice,18,1614957226017,5,16,13,46
21.22393,48.85288,R 612 TATRAN,420,Kysak,Košice,Bratislava hlavná stanica,23,1614957451067,5,16,17,31
21.24601,48.7958,Os 8523 ,720,Kostoľany nad Hornádom,Lipany,Košice,18,1614958141274,5,16,29,1
21.90506,49.26186,Os 8925 ,420,Medzilaborce,Humenné,Medzilaborce,52,1614958306351,5,16,31,46
21.241086,48.873332,REX 1939 ,180,Ličartovce,Prešov,Košice,40,1614958426364,5,16,33,46
21.37178,48.62929,Os 8824 ,360,Nižná Myšľa,Čierna nad Tisou,Košice,25,1614958771558,5,16,39,31
21.37178,48.62929,Os 8824 ,360,Nižná Myšľa,Čierna nad Tisou,Košice,25,1614958786488,5,16,39,46
20.56151,48.95041,Os 7822 ,60,Spišská Nová Ves,Košice,Poprad-Tatry,9,1614958891611,5,16,41,31
21.42887,48.67311,Os 8825 ,0,Ruskov,Košice,Michaľany,59,1614958891611,5,16,41,31
21.83458,48.67913,REX 1907 ,540,Bánovce nad Ondavou,Košice,Humenné,15,1614959341683,5,16,49,1
21.22393,48.85288,RJ 1003 RegioJet,4680,Kysak,Čadca št. hr.,Košice,58,1614959641743,5,16,54,1
21.82483,48.86766,REX 1907 ,0,Strážske,Košice,Humenné,15,1614959986833,5,16,59,46
21.01324,48.89469,Os 7824 ,0,Margecany,Košice,Poprad-Tatry,9,1614960031888,5,17,0,31
21.241086,48.873332,Os 8525 ,60,Ličartovce,Lipany,Košice,18,1614960031888,5,17,0,31
21.95465,49.05145,Os 8927 ,0,Koškovce,Humenné,Medzilaborce mesto,13,1614960046864,5,17,0,46
21.57934,48.58169,Os 8826 ,0,Kuzmice,Čierna nad Tisou,Košice,25,1614960512984,5,17,8,32
21.22393,48.85288,Os 8525 ,300,Kysak,Lipany,Košice,18,1614960767182,5,17,12,47
21.6262,48.52172,Os 9027 ,360,Michaľany,Michaľany,Trebišov,63,1614961277111,5,17,21,17
21.6262,48.52172,Os 9027 ,420,Michaľany,Michaľany,Trebišov,63,1614961292126,5,17,21,32
21.249126,48.983379,Os 8524 ,360,Prešov,Košice,Lipany,21,1614961427289,5,17,23,47
21.32044,49.04386,Os 9224 ,-60,Kapušany pri Prešove,Bardejov,Prešov,16,1614961487305,5,17,24,47
21.22393,48.85288,Os 7827 ,360,Kysak,Poprad-Tatry,Košice,17,1614962237351,5,17,37,17
20.56151,48.95041,Os 7824 ,120,Spišská Nová Ves,Košice,Poprad-Tatry,9,1614962597433,5,17,43,17
22.02501,48.40713,REX 1965 ,540,Dobrá,Košice,Čierna nad Tisou,8,1614963632707,5,18,0,32
22.05519,48.95489,Os 9428 ,0,Dlhé nad Cirochou,Stakčín,Humenné,5,1614963692726,5,18,1,32
22.05519,48.95489,Os 9429 ,0,Dlhé nad Cirochou,Humenné,Stakčín,6,1614963752755,5,18,2,32
20.95992,49.15203,Os 8529 ,0,Lipany,Čirč,Košice,68,1614964157819,5,18,9,17
20.95992,49.15203,Os 8529 ,0,Lipany,Čirč,Košice,68,1614964172815,5,18,9,32
21.83458,48.67913,REX 1909 ,540,Bánovce nad Ondavou,Košice,Humenné,15,1614964232840,5,18,10,32
21.83458,48.67913,REX 1909 ,540,Bánovce nad Ondavou,Košice,Humenné,15,1614964247840,5,18,10,47
21.67319,48.89062,Os 9128 ,0,Vranov nad Topľou,Humenné,Prešov,3,1614964292857,5,18,11,32
20.56151,48.95041,REX 1762 ,60,Spišská Nová Ves,Košice,Poprad-Tatry,9,1614964412915,5,18,13,32
21.56926,48.98993,Os 9128 ,0,Čierne nad Topľou,Humenné,Prešov,3,1614965328155,5,18,28,48
20.56151,48.95041,Os 7826 ,60,Spišská Nová Ves,Košice,Poprad-Tatry,9,1614965973353,5,18,39,33
20.52637,49.25529,Os 8327 ,300,Podolínec,Poprad-Tatry,Stará Ľubovňa,2,1614966018362,5,18,40,18
21.91384,48.39032,Os 8827 ,180,Veľký Horeš,Košice,Čierna nad Tisou,8,1614966168399,5,18,42,48
20.81501,48.81167,Os 7428 ,60,Mníšek nad Hnilcom,Margecany,Nálepkovo,14,1614967683795,5,19,8,3
20.81501,48.81167,Os 7428 ,60,Mníšek nad Hnilcom,Margecany,Nálepkovo,14,1614967698811,5,19,8,18
20.81501,48.81167,Os 7428 ,60,Mníšek nad Hnilcom,Margecany,Nálepkovo,14,1614967713803,5,19,8,33
20.81501,48.81167,Os 7431 ,0,Mníšek nad Hnilcom,Nálepkovo,Margecany,7,1614967863871,5,19,11,3
21.26712,49.01659,Os 9128 ,0,Šarišské Lúky,Humenné,Prešov,3,1614967893872,5,19,11,33
21.01324,48.89469,Os 7831 ,0,Margecany,Poprad-Tatry,Košice,17,1614967939869,5,19,12,19
21.32044,49.04386,Os 9228 ,0,Kapušany pri Prešove,Bardejov,Prešov,16,1614968644121,5,19,24,4
